customer_id,signup_date,region,acquisition_channel,age,tenure_months,recency_days,frequency,avg_order_value,monetary_total,num_support_tickets,email_subscribed,discount_rate_used,churned
C100359,2021-08-01,East,Organic,73.0,13,13,3,10.0,30.0,2,1,0.464,0
C100963,2023-10-26,north,Social,44.0,9,43,3,164.15,492.45,2,1,0.629,0
C101458,2022-10-09, West ,Organic,41.0,11,34,2,,157.82,1,1,0.113,0
C100016,2023-08-20,east,Organic,45.0,27,36,11,9999.0,934.78,1,0,0.32,0
C100333,2021-09-30,West,Organic,53.0,27,1,7,103.97,727.79,2,0,0.477,0
C101211,2023-05-01,west,Organic,37.0,4,31,1,47.7,47.7,1,1,0.324,0
C100582,2024-03-07,North,Social,44.0,6,6,1,101.01,101.01,0,0,0.363,0
C101428,2021-12-16,East,Paid Search,,26,113,3,28.61,85.83,5,0,0.037,1
C101074,2021-07-03,West,Paid Search,38.0,25,7,4,130.63,522.52,2,1,0.295,0
C100839,2021-11-09,South,Organic,37.0,16,97,4,165.08,660.32,1,1,0.14,0
C100627,2023-06-28,North,Paid Search,31.0,19,1,3,111.22,333.66,0,1,0.153,0
C101462,2024-10-24,North,Organic,55.0,21,25,3,78.71,236.13,0,1,0.249,0
C100323,2023-08-30,South,Social,57.0,3,127,1,33.53,33.53,0,0,0.033,1
C100824,2021-05-25,West,,38.0,5,92,1,109.97,109.97,3,1,0.417,0
C101231,2023-09-19,East,Organic,44.0,9,8,1,57.82,,1,0,0.442,1
C100631,2024-03-16,West,Referral,40.0,14,13,3,98.68,296.04,0,0,0.207,0
C101238,2024-02-04,North,Social,41.0,2,76,2,128.52,257.04,0,1,0.504,1
C101250,2024-03-14,North,Organic,38.0,10,25,4,99.29,397.16,0,0,0.284,0
C100778,2021-06-03, East ,Referral,33.0,9,7,3,95.7,287.1,0,1,0.115,0
C101041,2022-11-19,east,Paid Search,47.0,6,116,2,62.94,125.88,1,1,0.292,1
C100939,2024-01-14,north,Referral,26.0,11,31,4,74.47,297.88,0,1,0.136,0
C100855,2021-05-28,South,Referral,41.0,4,33,1,164.14,164.14,0,1,0.231,1
C100437,2021-07-30,South,Social,32.0,15,135,4,57.64,230.56,1,0,0.182,1
C100119,2022-02-09,East,Organic,41.0,12,11,3,141.19,423.57,1,1,0.104,0
C101061,2022-08-14, East ,Social,27.0,11,25,2,125.05,250.1,1,1,0.493,1
C101169,2022-01-20,North,Paid Search,22.0,16,29,5,24.96,124.8,0,0,0.477,0
C100790,2023-09-10,North,Email,44.0,6,5,3,,93.21,3,0,0.314,0
C100341,2022-06-26,West,Social,34.0,20,121,4,80.95,323.8,0,1,0.153,1
C100815,2024-10-16,west,Organic,54.0,17,62,6,104.12,624.72,2,0,0.173,0
C100002,2021-10-23,West,Paid Search,27.0,6,27,1,95.48,95.48,1,1,0.098,1
C100229,2022-01-06,North,Paid Search,32.0,6,26,3,82.84,248.52,0,1,0.277,0
C101127,2023-01-20,East,Paid Search,54.0,7,88,1,84.42,84.42,0,1,0.216,0
C101448,2023-06-28,East,Email,50.0,15,3,4,85.48,341.92,1,0,0.553,1
C100076,2021-07-08,South,Referral,44.0,5,7,1,103.68,103.68,1,0,0.12,0
C101392,2021-07-01,North,Social,36.0,22,75,6,,393.3,1,1,0.209,0
C101016,2021-07-10,East,Organic,40.0,17,1,6,30.8,184.8,0,0,0.031,0
C101475,2023-08-27,South,Referral,53.0,13,58,4,40.78,163.12,0,1,0.142,0
C100371,2023-10-11,South,Paid Search,35.0,36,36,8,,994.32,0,0,0.115,0
C100180,2021-08-17,West,Social,35.0,16,42,3,90.25,270.75,1,1,0.05,0
C101079,2022-09-04,South,Email,31.0,18,62,3,90.6,271.8,0,1,0.227,1
C101478,2024-02-27,South,,44.0,8,11,3,149.9,449.7,0,1,0.29,0
C100941,2023-02-24, West ,Organic,43.0,36,55,9,90.18,811.62,1,1,0.538,0
C100577,2023-08-09,East,,69.0,6,30,2,,118.74,2,1,0.075,0
C100819,2021-10-09,south,,60.0,17,3,5,65.28,326.4,1,0,0.152,1
C101098,2023-10-08,West,Email,43.0,9,1,2,44.57,89.14,0,1,0.483,0
C101116,2022-02-06,North,Organic,,7,26,1,188.54,188.54,0,0,0.124,0
C101294,2022-11-05,South,Referral,23.0,15,104,1,55.94,55.94,1,0,0.299,1
C101285,2021-04-14,West,Social,51.0,10,42,2,33.86,67.72,1,0,0.289,1
C100062,2021-10-05,east,Referral,18.0,9,63,1,70.12,70.12,1,1,0.12,0
C100589,2022-07-18,North,Paid Search,34.0,23,32,3,136.48,409.44,2,0,0.107,0
C100886,2021-04-09,South,Email,51.0,18,21,6,68.48,410.88,0,1,0.235,0
C100968,2021-10-10,East,,29.0,3,32,3,59.28,177.84,0,0,0.427,0
C101125,2024-01-13,East,Paid Search,51.0,39,52,5,113.56,567.8,3,0,0.18,0
C100785,2022-02-11,South,,38.0,19,24,4,28.76,115.04,0,0,0.125,0
C101151,2022-04-14,West,Paid Search,43.0,9,91,2,13.39,26.78,0,0,0.333,0
C100311,2022-04-08,South,Paid Search,64.0,21,30,5,90.64,453.2,0,1,0.029,0
C101205,2021-09-27,North,Paid Search,32.0,23,81,1,56.02,56.02,1,0,0.057,1
C100301,2023-10-04,North,Social,51.0,16,18,6,77.16,462.96,0,0,0.296,0
C100722,2021-12-31,North,Paid Search,35.0,8,22,3,106.35,319.05,0,0,0.111,0
C100689,2021-12-15, South ,Email,29.0,12,13,2,94.6,189.2,1,0,0.303,0
C100812,2024-03-11,West,Paid Search,49.0,33,22,4,63.66,254.64,1,0,0.554,0
C100037,2024-01-30,South,Social,57.0,22,1,5,122.36,611.8,1,1,0.336,0
C100353,2023-10-09,east,Referral,41.0,3,73,2,91.34,182.68,1,1,0.122,0
C101384,2021-01-10,West,,46.0,34,51,9,90.18,811.62,1,0,0.307,0
C100714,2024-06-18,east,Email,38.0,8,49,2,78.36,156.72,1,1,0.181,0
C100980,2023-10-06,West,Paid Search,33.0,15,1,2,87.96,175.92,0,0,0.522,0
C100236,2023-10-07,South,Referral,30.0,18,42,2,10.44,20.88,1,0,0.248,0
C101256,2024-10-31,East,Referral,49.0,5,27,2,,274.72,1,0,0.692,0
C100962,2024-05-13,North,Organic,39.0,6,44,1,46.44,46.44,0,0,0.557,0
C101194,2024-08-17,west,Referral,,16,15,5,61.95,309.75,1,1,0.172,0
C100729,2024-07-10,South,Social,36.0,4,1,1,64.57,64.57,0,1,0.355,0
C101241,2021-08-24,South,Referral,,13,26,1,132.59,132.59,2,1,0.31,0
C101171,2024-02-21,East,Paid Search,35.0,3,20,1,51.36,51.36,0,1,0.396,0
C100499,2024-09-02,South,Paid Search,50.0,16,1,4,85.97,343.88,2,1,0.243,0
C101444,2024-01-28,North,Organic,37.0,35,95,6,,505.8,0,1,0.317,1
C100553,2021-11-20,West,Referral,32.0,5,40,2,59.44,118.88,0,0,0.217,0
C100055,2024-05-29,East,Referral,35.0,8,20,3,103.77,311.31,0,1,0.221,0
C100302,2024-05-30,South,Organic,42.0,21,32,4,117.6,470.4,0,0,0.448,0
C100794,2024-07-12,North,Organic,37.0,19,6,3,53.19,159.57,0,0,0.136,0
C100286,2023-06-07,North,Paid Search,54.0,13,16,3,68.69,206.07,0,0,0.417,0
C101145,2021-03-15,South,Referral,18.0,6,25,1,48.15,48.15,1,1,0.266,1
C100219,2021-11-10,South,Referral,46.0,3,5,1,106.28,106.28,1,1,0.144,0
C100900,2023-08-21,South,Social,70.0,13,35,4,32.01,128.04,1,1,0.128,0
C100990,2023-10-19,East,Email,50.0,19,7,3,154.08,462.24,0,0,0.102,0
C101028,2024-05-11,East,Referral,63.0,2,59,1,115.13,115.13,0,0,0.237,0
C100934,2023-09-23,east,Social,30.0,10,30,2,55.12,110.24,1,1,0.219,0
C100387,2024-03-10, West ,Organic,25.0,17,1,4,99.59,398.36,0,1,0.374,0
C100304,2023-04-26,West,Social,42.0,13,9,3,47.52,142.56,0,1,0.387,0
C100390,2021-09-15,East,Organic,43.0,12,51,5,76.14,380.7,1,0,0.405,0
C100743,2023-07-29,North,Organic,39.0,24,94,7,27.92,,0,0,0.349,0
C100352,2023-06-24,East,Paid Search,41.0,26,20,15,65.78,,1,1,0.238,0
C100235,2021-07-08,West,Social,38.0,3,24,1,91.25,91.25,1,1,0.346,1
C101277,2022-08-03,North,Paid Search,52.0,5,34,1,123.15,123.15,0,1,0.276,1
C100480,2023-05-18,South,Referral,42.0,14,53,4,74.96,299.84,0,0,0.265,0
C100567,2024-06-24,north,Email,33.0,10,126,3,109.62,328.86,0,1,0.111,0
C101261,2023-07-30,South,Email,45.0,24,23,5,117.03,585.15,2,1,0.395,0
C101396,2024-02-02,South,Email,31.0,3,60,2,106.44,212.88,0,0,0.403,0
C101172,2021-04-08,South,Paid Search,46.0,18,53,5,76.64,383.2,0,1,0.289,0
C100120,2022-03-26,East,Organic,,2,4,1,,89.67,2,0,0.211,0
C101291,2022-12-26,East,Organic,37.0,12,61,3,,165.87,0,1,0.114,0
C101024,2024-10-16,East,Email,65.0,8,20,3,28.13,84.39,1,0,0.166,0
C100926,2024-06-27,North,Organic,18.0,18,179,4,54.58,218.32,0,0,0.299,0
C100515,2023-07-31, north ,Paid Search,55.0,7,1,3,72.03,216.09,2,1,0.078,0
C100223,2023-05-17,West,Social,37.0,13,37,3,92.16,,1,0,0.125,0
C101105,2021-01-21,East,Organic,44.0,15,54,2,114.01,228.02,0,0,0.267,0
C100613,2023-05-31,West,Social,59.0,3,29,3,33.94,101.82,0,0,0.479,0
C100843,2021-11-13,South,Organic,34.0,37,5,6,125.17,751.02,0,1,0.228,0
C100052,2021-10-22,east,Paid Search,58.0,11,61,3,113.33,339.99,0,0,0.456,1
C101380,2021-12-14,South,Organic,35.0,8,10,4,80.67,322.68,1,0,0.169,0
C100485,2023-05-18,South,Email,39.0,3,40,1,9999.0,76.28,0,0,0.074,0
C101432,2022-04-07,North,Social,44.0,16,70,8,39.15,313.2,0,1,0.335,0
C100818,2022-10-04,East,Paid Search,26.0,1,13,2,115.68,231.36,1,0,0.247,0
C100155,2021-05-10,East,Paid Search,31.0,13,29,3,130.36,391.08,1,1,0.223,1
C100600,2024-03-06,South,Social,55.0,5,42,3,28.75,86.25,4,1,0.33,1
C101200,2023-12-05,east,Social,22.0,11,13,6,125.77,754.62,3,1,0.147,0
C100248,2022-11-28,South,Paid Search,58.0,15,61,6,,689.46,0,1,0.296,0
C100761,2021-04-06,North,Email,37.0,46,101,13,10.0,130.0,0,1,0.112,0
C101368,2024-01-12,North,Email,63.0,11,28,5,116.92,,1,0,0.378,0
C100542,2023-12-15,West,Social,43.0,3,1,2,153.54,307.08,0,0,0.13,0
C100793,2023-07-30,North,Paid Search,28.0,2,5,1,72.62,72.62,0,1,0.23,0
C101089,2023-03-16,South,Paid Search,35.0,12,1,1,173.85,173.85,0,0,0.334,0
C100628,2023-11-14,East,Organic,42.0,5,1,1,65.02,65.02,0,1,0.135,0
C100150,2023-11-11,West,Organic,52.0,20,28,5,111.71,558.55,2,0,0.087,0
C100291,2022-06-12,North,Paid Search,45.0,14,46,3,78.8,236.4,0,0,0.275,0
C100381,2024-10-05, west ,Social,29.0,6,41,2,74.65,149.3,0,1,0.165,1
C100686,2022-07-18,South,Referral,49.0,13,72,2,85.16,170.32,1,1,0.748,1
C100897,2023-05-28,North,Organic,35.0,14,54,2,75.58,151.16,3,1,0.58,1
C100854,2023-02-14,North,Paid Search,33.0,4,1,2,76.04,152.08,1,1,0.46,0
C101495,2023-02-19,East,Paid Search,,17,88,3,79.21,237.63,1,0,0.174,0
C101142,2022-05-27,west,Social,,3,5,1,108.53,108.53,0,0,0.451,0
C101266,2023-10-22,North,Paid Search,31.0,6,1,1,160.78,160.78,0,0,0.329,0
C100891,2021-09-29,West,Referral,29.0,15,77,4,133.93,535.72,0,1,0.249,0
C101498,2024-09-21,south,Email,45.0,15,28,3,25.77,77.31,2,1,0.234,0
C100615,2024-01-09,East,Email,,5,42,2,190.93,381.86,0,0,0.384,0
C100154,2023-03-10,North,Email,67.0,6,80,2,71.3,142.6,1,1,0.123,0
C101493,2023-09-05,East,Paid Search,26.0,18,48,6,60.08,360.48,1,1,0.368,0
C100322,2022-12-04,south,Paid Search,61.0,13,198,1,67.98,67.98,0,0,0.211,1
C101157,2024-08-03,North,Social,46.0,10,106,3,77.42,232.26,1,1,0.289,0
C100082,2024-07-24,West,Paid Search,,17,16,3,74.89,224.67,0,1,0.341,0
C100512,2021-10-24,North,Organic,46.0,16,7,3,58.51,175.53,1,1,0.065,0
C101141,2022-07-31,East,Referral,39.0,5,49,1,19.41,19.41,0,0,0.147,1
C100929,2024-01-08,East,Referral,65.0,25,26,6,30.96,185.76,0,1,0.332,0
C101224,2023-08-11,North,,61.0,7,58,3,83.18,249.54,1,0,0.172,1
C100010,2021-01-08,South,Organic,39.0,1,80,1,163.45,163.45,1,1,0.166,0
C100831,2021-07-17,East,Paid Search,49.0,10,28,1,70.02,70.02,0,1,0.339,0
C100032,2023-06-06,South,Social,40.0,43,10,13,69.17,899.21,1,0,0.428,0
C100413,2023-06-18,West,Paid Search,20.0,15,73,7,56.44,395.08,1,1,0.272,0
C100580,2023-07-10, South ,Paid Search,76.0,15,36,2,66.78,133.56,0,0,0.195,0
C101159,2022-07-05,east,Organic,,19,1,7,33.01,231.07,0,1,0.22,0
C101425,2022-01-15,South,Social,38.0,11,1,2,91.95,183.9,0,1,0.154,0
C100614,2021-06-23,South,Organic,28.0,14,1,5,30.9,154.5,0,1,0.161,0
C101045,2023-11-12, South ,Paid Search,27.0,8,28,1,78.15,78.15,0,0,0.326,0
C101014,2021-12-20,South,Organic,33.0,23,235,5,105.57,527.85,1,0,0.212,0
C100089,2024-09-07,South,Organic,50.0,19,47,6,129.55,777.3,0,1,0.324,0
C101272,2023-12-04,South,Referral,34.0,19,37,4,65.86,263.44,0,1,0.162,0
C100601,2021-03-09,East,Organic,49.0,10,77,2,35.49,70.98,0,0,0.24,0
C100133,2024-03-24,South,Social,50.0,24,88,3,78.49,235.47,0,0,0.194,0
C100555,2024-06-29,North,,18.0,10,138,1,72.22,72.22,0,0,0.171,0
C101031,2023-01-12,East,Social,50.0,8,32,2,121.5,243.0,0,1,0.169,0
C101173,2023-02-20,East,Paid Search,57.0,20,13,2,42.69,85.38,1,1,0.301,0
C100320,2021-05-17,West,Email,36.0,14,51,3,82.92,248.76,0,1,0.608,0
C101321,2023-07-25,South,Social,18.0,6,34,1,143.92,143.92,1,1,0.554,1
C101299,2022-06-24, South ,Referral,41.0,18,1,5,48.01,240.05,1,1,0.47,0
C100634,2023-02-22,North,Paid Search,,9,31,2,65.72,131.44,0,1,0.436,0
C100552,2021-04-10,north,Paid Search,21.0,11,21,3,153.25,459.75,0,0,0.126,0
C101055,2021-10-21,East,Social,,6,25,2,,71.82,0,1,0.013,0
C101166,2024-05-11,West,Referral,52.0,16,20,3,118.34,355.02,0,0,0.566,0
C100796,2023-07-24,North,Social,19.0,12,28,2,92.01,184.02,0,1,0.081,0
C101449,2022-02-04, North ,,49.0,8,81,3,52.78,158.34,0,0,0.127,0
C101279,2021-02-15,East,Organic,51.0,18,10,3,93.29,279.87,2,0,0.8,0
C100174,2023-12-30,North,Referral,54.0,19,200,1,102.48,102.48,0,1,0.67,1
C100766,2022-02-06,North,Referral,60.0,16,96,2,69.34,138.68,2,1,0.169,1
C100245,2022-07-29,West,Social,18.0,11,126,3,77.02,231.06,2,0,0.215,0
C101080,2022-09-28,North,Organic,33.0,5,59,1,77.86,77.86,1,0,0.22,0
C101298,2023-07-17, east ,Social,50.0,19,40,4,96.22,384.88,1,1,0.18,0
C100145,2021-11-17,South,Paid Search,51.0,7,21,4,116.54,466.16,0,0,0.27,0
C100090,2021-01-23,North,Organic,51.0,19,17,7,54.19,379.33,0,1,0.171,0
C100682,2023-02-19, North ,Referral,51.0,31,160,4,151.62,606.48,0,1,0.158,1
C100310,2021-02-02,south,Organic,41.0,22,6,5,64.37,321.85,1,0,0.467,0
C100093,2022-12-20,South,Paid Search,30.0,13,43,1,52.69,52.69,0,1,0.717,0
C101452,2023-09-09,West,Organic,40.0,21,93,6,108.25,649.5,0,0,0.27,0
C100924,2022-08-21,North,Email,38.0,34,20,8,21.37,170.96,1,0,0.392,0
C101265,2022-12-07,West,Email,51.0,33,31,6,85.65,,1,0,0.262,0
C101035,2022-06-24,East,Social,49.0,9,153,4,74.32,297.28,1,1,0.423,0
C100243,2021-02-25,South,Email,49.0,12,99,1,96.61,96.61,0,0,0.297,1
C101111,2021-11-13,South,Referral,37.0,11,13,3,79.25,,1,0,0.1,1
C100214,2024-01-24,East,Paid Search,29.0,13,96,2,71.19,142.38,1,1,0.198,0
C100998,2021-11-08,West,Referral,59.0,13,72,4,60.17,240.68,0,0,0.223,1
C100853,2024-07-30,West,Paid Search,55.0,3,11,1,56.37,56.37,1,1,0.166,1
C100425,2022-08-16,West,Organic,39.0,5,34,5,,455.15,0,0,0.367,0
C101316,2022-06-12,East,Organic,64.0,10,69,1,72.83,72.83,3,0,0.191,1
C100226,2024-07-13,North,Paid Search,18.0,11,1,3,126.44,379.32,0,1,0.368,0
C101221,2024-04-06,North,Referral,53.0,34,4,8,38.94,311.52,0,0,0.111,0
C100000,2021-11-12,East,Social,75.0,22,38,7,137.52,962.64,2,1,0.132,0
C100401,2022-10-08,West,Organic,36.0,8,88,2,167.6,335.2,0,0,0.467,1
C101103,2022-03-07,West,Referral,60.0,11,33,1,118.84,118.84,0,0,0.396,0
C100084,2022-10-07,North,Social,30.0,22,63,3,120.5,361.5,0,1,0.125,0
C100162,2022-06-30,North,Referral,29.0,31,82,5,90.56,452.8,1,0,0.554,0
C100114,2022-09-09,north,Referral,38.0,18,28,10,,871.2,0,1,0.056,0
C100670,2023-03-19,north,Paid Search,51.0,15,16,2,99.13,,1,1,0.053,0
C101143,2023-10-14,West,Referral,47.0,18,18,4,61.96,247.84,0,1,0.062,0
C100889,2024-07-21,East,Organic,36.0,2,83,1,129.83,129.83,1,1,0.309,0
C100625,2022-03-03,South,Paid Search,62.0,8,40,1,51.05,51.05,0,1,0.112,0
C101466,2021-02-06,South,Paid Search,25.0,6,92,2,133.3,266.6,0,0,0.351,0
C100952,2021-08-22,North,Social,27.0,25,15,5,34.46,172.3,0,1,0.443,0
C100807,2021-09-02,North,Paid Search,21.0,11,43,3,138.02,414.06,0,1,0.195,0
C100258,2024-07-17,north,Email,42.0,7,98,3,145.6,436.8,0,1,0.205,0
C100624,2022-08-08,west,Paid Search,42.0,15,5,3,114.43,343.29,0,1,0.361,0
C100826,2024-04-02,East,Organic,42.0,9,76,1,91.94,,0,1,0.383,0
C100234,2022-08-20,West,,22.0,6,20,2,83.65,167.3,0,0,0.351,0
C100135,2023-09-09,North,Paid Search,29.0,9,11,1,126.95,126.95,1,0,0.373,0
C100616,2024-04-12,East,Organic,39.0,16,72,4,136.74,546.96,2,0,0.201,0
C100836,2023-06-14,East,Referral,63.0,14,1,5,56.29,281.45,0,1,0.449,0
C100842,2021-03-24,South,Social,38.0,8,142,1,50.55,50.55,1,1,0.683,1
C100959,2024-08-03,South,Paid Search,39.0,3,1,2,74.92,149.84,0,0,0.211,0
C100592,2023-03-19,South,Social,19.0,5,23,1,64.21,64.21,0,1,0.365,0
C100343,2024-05-30,East,Email,28.0,9,36,1,93.95,93.95,2,0,0.071,0
C101237,2023-08-07,South,Paid Search,27.0,17,24,3,39.08,,1,0,0.221,0
C100293,2024-10-04,North,Social,39.0,11,22,3,79.91,239.73,1,0,0.388,0
C100364,2024-04-26,East,Social,57.0,15,8,4,73.22,292.88,1,0,0.188,0
C100178,2023-02-26,West,Referral,38.0,5,29,2,10.0,20.0,1,0,0.217,0
C100659,2024-05-29,South,Organic,37.0,16,115,2,28.42,56.84,2,0,0.71,0
C100996,2021-01-04,East,Social,38.0,14,61,2,57.53,115.06,0,0,0.096,0
C100014,2022-02-13,South,Referral,29.0,14,64,4,87.99,351.96,2,0,0.105,0
C101110,2021-02-20,North,Referral,43.0,30,1,4,150.82,603.28,2,1,0.194,1
C100165,2021-08-13,South,Referral,51.0,30,49,8,36.55,292.4,2,0,0.478,0
C101408,2024-03-14,West,Email,43.0,2,11,2,57.52,115.04,1,0,0.143,0
C100059,2023-08-26,North,Referral,60.0,11,1,2,55.04,110.08,0,1,0.185,0
C100709,2021-09-25,South,Organic,38.0,12,10,4,85.06,340.24,0,0,0.504,0
C100676,2023-02-19,West,Paid Search,30.0,6,49,2,58.4,116.8,0,1,0.345,1
C100780,2021-12-01,South,Paid Search,26.0,5,40,1,92.74,92.74,0,0,0.164,1
C100424,2023-01-15,East,Organic,46.0,15,1,2,48.9,97.8,1,1,0.161,0
C100292,2024-03-17,West,,51.0,15,28,4,51.58,206.32,0,1,0.405,0
C101065,2022-06-12,west,Paid Search,51.0,9,21,2,127.69,255.38,0,1,0.123,0
C101353,2022-06-08,south,Paid Search,35.0,21,28,2,60.51,121.02,2,1,0.316,0
C100329,2021-04-06,South,Paid Search,51.0,26,115,2,34.62,69.24,1,1,0.317,0
C100429,2023-05-15,West,Paid Search,32.0,8,30,2,81.86,163.72,0,0,0.274,0
C101012,2022-11-14,South,Organic,59.0,23,25,5,26.67,133.35,1,1,0.35,0
C100079,2021-11-05,East,Referral,41.0,6,129,1,79.22,79.22,0,1,0.055,1
C101052,2024-09-21,South,Social,59.0,19,61,3,95.3,285.9,0,1,0.022,0
C100937,2023-02-16,North,Social,48.0,8,1,2,99.47,198.94,1,0,0.146,0
C100834,2024-03-07,East,Paid Search,37.0,14,4,2,87.89,175.78,1,0,0.57,0
C100749,2021-04-09,West,Paid Search,,16,58,2,43.14,86.28,1,1,0.515,0
C100890,2023-11-22,South,Social,43.0,18,12,1,64.32,64.32,1,1,0.338,0
C100254,2023-10-25,North,Paid Search,33.0,37,55,12,65.15,781.8,0,1,0.163,0
C101465,2022-07-03,East,Paid Search,44.0,17,48,5,,485.65,3,1,0.221,0
C101108,2023-06-27,West,Social,40.0,8,81,1,72.25,72.25,2,0,0.266,0
C100136,2022-08-13,west,Paid Search,,14,106,4,72.3,289.2,2,1,0.589,1
C101135,2022-08-03,South,Paid Search,35.0,21,14,8,73.34,586.72,1,1,0.36,0
C100852,2023-10-03,West,Organic,28.0,5,1,4,24.63,98.52,1,1,0.084,1
C100723,2021-05-26,West,Organic,42.0,36,55,3,110.38,331.14,1,0,0.249,1
C100859,2021-10-22,South,Organic,42.0,11,21,1,61.29,61.29,1,1,0.013,0
C100969,2023-11-19,North,Paid Search,38.0,18,66,4,85.66,342.64,1,1,0.19,0
C100496,2021-04-03,South,Organic,65.0,19,148,2,132.29,264.58,2,0,0.167,0
C100950,2022-03-06,South,,40.0,19,26,5,123.32,,2,0,0.321,0
C100805,2021-07-03,North,Paid Search,39.0,14,50,8,68.0,544.0,0,1,0.436,0
C100129,2021-07-10,East,Paid Search,37.0,4,22,3,,184.62,1,0,0.275,0
C100337,2023-08-31,East,Paid Search,30.0,11,46,2,141.15,282.3,2,1,0.078,0
C101494,2022-06-13,South,Social,39.0,30,5,6,88.51,531.06,1,0,0.224,0
C100608,2023-10-21,East,Paid Search,,6,38,3,101.49,,0,1,0.339,0
C101148,2021-12-18,south,Social,45.0,2,218,1,117.65,117.65,0,1,0.259,0
C100195,2023-10-12,North,Paid Search,28.0,14,83,5,76.89,384.45,1,1,0.179,0
C101480,2023-01-07,South,Social,24.0,23,29,3,120.67,362.01,1,1,0.025,0
C100909,2023-03-04,South,Email,44.0,10,1,3,97.74,293.22,0,1,0.489,0
C100584,2021-01-26,West,Social,35.0,1,35,1,94.74,94.74,0,1,0.501,1
C100103,2021-06-28,West,Referral,48.0,59,26,9,10.0,90.0,0,0,0.136,0
C101386,2021-01-04,East,Organic,33.0,18,59,2,,182.08,0,1,0.311,0
C101400,2023-01-27,south,Paid Search,60.0,11,15,3,18.32,54.96,0,1,0.495,1
C100719,2023-01-17,West,Paid Search,,4,26,2,23.02,46.04,0,1,0.22,0
C100884,2021-05-05,North,Organic,55.0,14,3,2,,89.9,1,0,0.174,0
C100776,2024-08-02,East,Social,38.0,7,10,2,61.63,123.26,1,0,0.194,1
C100849,2021-10-28,West,Organic,67.0,20,20,3,117.74,353.22,1,1,0.235,1
C100894,2021-12-13,East,Social,36.0,23,77,6,134.0,804.0,0,1,0.133,0
C100227,2024-09-12,East,Referral,57.0,3,67,1,60.36,60.36,1,1,0.158,0
C101410,2021-03-22,West,Social,38.0,17,22,4,75.71,302.84,0,1,0.238,0
C100126,2023-11-19,South,Paid Search,52.0,6,42,2,127.78,255.56,1,0,0.348,0
C100405,2023-02-10,West,Paid Search,37.0,17,73,2,131.91,263.82,1,0,0.183,0
C100775,2022-06-19,West,Organic,36.0,13,59,1,109.24,109.24,1,0,0.434,1
C100821,2022-11-29,East,Organic,60.0,10,1,3,120.55,361.65,2,1,0.153,0
C100711,2024-09-29,East,Paid Search,26.0,20,170,3,81.6,244.8,1,1,0.121,1
C101414,2021-01-24,North,Paid Search,62.0,15,58,5,128.22,641.1,0,0,0.27,0
C101060,2022-12-10,West,Social,,5,1,2,66.49,132.98,1,0,0.488,0
C101163,2024-10-15,North,Organic,,10,1,1,84.11,84.11,0,1,0.309,0
C100303,2024-05-22,South,Social,38.0,20,132,3,40.93,122.79,3,0,0.388,1
C100267,2024-01-06, North ,Organic,39.0,26,66,9,,509.4,2,1,0.458,1
C100545,2022-08-26,South,Organic,44.0,10,23,4,64.63,258.52,0,1,0.061,0
C100212,2022-07-22,North,Email,51.0,5,14,2,32.42,64.84,0,1,0.041,0
C100896,2023-01-17,South,Organic,44.0,20,39,4,164.5,658.0,2,1,0.144,0
C101222,2023-07-07, West ,Paid Search,39.0,33,17,6,62.05,372.3,1,0,0.316,0
C100916,2024-08-29,North,Organic,,13,60,7,91.13,637.91,2,0,0.271,0
C100675,2023-06-05,South,Social,40.0,8,15,3,83.26,249.78,0,1,0.104,0
C100814,2022-08-14,North,Paid Search,63.0,19,38,8,,623.2,1,1,0.095,0
C100342,2022-01-02,west,Organic,43.0,6,121,4,76.56,306.24,0,1,0.373,0
C100549,2021-07-03,South,Paid Search,45.0,41,3,7,24.71,172.97,1,1,0.624,0
C101214,2024-07-30,South,Referral,33.0,10,19,1,15.39,15.39,0,1,0.345,0
C100966,2023-08-04,West,Referral,42.0,3,14,1,78.54,78.54,0,1,0.378,0
C101230,2021-10-05,North,Organic,57.0,23,110,6,81.58,489.48,1,1,0.285,1
C100295,2022-10-07,West,Organic,,9,70,1,67.22,67.22,1,1,0.415,0
C100695,2022-08-01,South,Referral,42.0,5,55,3,91.86,275.58,1,0,0.524,0
C100073,2024-06-16,north,Referral,24.0,4,159,1,97.21,97.21,0,0,0.23,1
C100605,2024-01-14,East,Social,47.0,37,24,11,66.01,726.11,0,0,0.082,0
C100104,2023-10-15,East,Organic,43.0,13,36,2,72.38,144.76,0,1,0.03,0
C100645,2023-05-16,West,Email,30.0,15,93,3,104.32,312.96,1,1,0.132,0
C101469,2022-03-05,North,Organic,41.0,24,4,5,117.35,586.75,1,1,0.112,0
C101040,2022-08-07,North,Paid Search,39.0,2,6,2,130.66,261.32,1,0,0.171,1
C100439,2021-11-25, East ,Organic,64.0,9,22,1,25.83,25.83,0,0,0.243,1
C101019,2023-10-16,South,Organic,18.0,7,30,1,72.91,72.91,0,0,0.306,1
C100091,2024-07-19,East,Organic,43.0,10,136,2,92.4,184.8,1,1,0.258,0
C101112,2021-06-15,East,Paid Search,36.0,31,10,8,63.59,508.72,1,1,0.375,0
C101312,2022-01-17,East,Social,47.0,32,5,8,103.45,827.6,1,0,0.284,0
C100908,2023-07-01,South,Paid Search,39.0,9,16,3,121.59,364.77,0,0,0.192,0
